sample(compound name),M1 D,F2 D,F3 D,F1 D,M3 D,M2 D,M1 P,M2 P,F1 P,M3 P,F3 P,F2 P,,sample(compound name),Label,Trimethylamine ,Glycine ,Trimethylamine-N-oxide ,Putrescine ,Sarcosine ,Alanine ,Cadaverine ,Aminoisobutyrate ,Choline ,Dimethylglycine ,4-Hydroxybutyrate ,Serine ,Cytosine ,Creatinine ,Proline ,5-Aminovaleric Acid ,Betaine ,Valine ,Homoserine ,Threonine ,Niacinamide ,Taurine ,1-Methylhistamine ,Pyroglutamic Acid ,Pipecolate ,Agmanite ,Creatine ,Hydroxyproline/Aminolevulinate ,Leucine ,iso-Leucine ,Ornithine ,Asparagine ,Aspartic Acid ,Homocysteine ,Tyramine ,Spermidine ,Acetylcholine ,Glutamine ,Lysine ,Deoxycarnitine ,Glutamic acid ,Methionine ,Cystamine ,Histidine ,Tryptamine ,Carnitine ,Phenylalanine ,1/3-Methylhistidine ,Arginine ,Cysteinyl-Glycine ,Tyrosine ,Sorbitol ,213C-Tyrosine ,Acetylcarnitine ,Tryptophan ,L-Kynurenine ,Cystine ,Cytidine ,Uridine ,Adenosine ,Inosine ,1-Methyladenosine ,6-Methyladenosine ,Guanosine ,GMP ,Propionate ,Pyruvate ,lactate ,Oxalic Acid ,Glyceraldehyde ,1C13-Lactate ,Acetoacetate ,isoValeric Acid ,gamma-Aminobutyrate ,Malonic Acid ,3HBA ,Glycerate ,Uracil ,Fumaric Acid ,Maleic Acid ,N-AcetylGlycine ,Guanidinoacetate ,2-Hydroxyisovaleric Acid ,Succinate ,Erythrose ,Benzoic acid ,Nicotinate ,Citraconic Acid ,3-Methyl-2-Oxovaleric Acid ,D-Leucic Acid ,Glutaric Acid ,Oxalacetate ,Adenine ,Hypoxanthine ,Anthranilate ,Adipic Acid ,Alpha-Ketoglutaric Acid ,Mevalonate ,2-Hydroxyglutarate ,Oxypurinol ,Xanthine ,Dopamine ,Orotate ,Allantoin ,2-Aminoadipate ,Quinolinate ,PEP ,Homogentisate ,Urate ,D-GA3P ,Glycerol-3-P ,Aconitate ,Shikimic Acid ,Citrulline ,Ascorbic Acid ,Hippuric Acid ,Inositol ,Glucose ,Fructose ,OH-Phenylpyruvate ,Homovanilate ,4-Pyridoxic acid ,2/3-Phosphoglyceric Acid ,Azelaic Acid ,Glucoronate ,Xanthurenate ,Pentothenate ,Cystathionine ,Ribose-5-P ,Melatonin ,Biotin ,Pyridoxal-5-P ,G1P/G6P/F6P/F1P ,Margaric Acid ,Linoleic Acid ,Xanthosine ,13-HODE ,Reduced glutathione ,N-Acetylneuraminate ,DTMP ,CMP ,Sucrose ,AMP ,IMP ,UDP ,ADP ,GDP ,Glycochenodeoxycholate ,Adenylosuccinate ,Glycocholate ,Oxidized glutathione 
1-Methylhistamine ,1.60814113,1.550760243,1.65991524,1.671890799,1.712942882,1.649176545,1.651165709,1.642273647,1.607955202,1.561634815,1.608746247,1.584269076,,F1 P,P,1.367965502,1.276675435,3.264937774,2.696472067,1.362347626,2.695927677,1.26774726,1.697081533,3.939418771,1.903130514,3.371164325,2.835794092,1.733477207,2.229885695,3.102809413,2.461775024,3.505454779,2.152747036,0.866261517,2.899390428,2.267988478,4.017505849,1.607955202,1.1283243,2.365273729,0.752372013,3.738516302,2.479020652,3.12124667,2.864703378,1.76961077,2.326746595,3.203842582,0.973100886,0.586847318,0.891169187,2.77744894,3.748127618,2.873039425,1.123243645,3.966738604,2.092117208,0.928321845,3.239247175,1.814603476,2.722427512,2.882904701,2.130243608,3.364578403,1.012404162,2.285448721,0.900204415,4.210989478,3.082138764,2.175539329,1.377924803,1.599341961,2.809855282,1.974727934,2.880913892,3.870943677,0.649018783,0.223022052,3.174813578,1.437158342,-0.107019539,0.833224103,2.64980418,0.96866684,1.276484076,4.086368907,0.519577369,1.60444695,1.311916266,1.570517404,2.183776987,1.566415702,1.688759594,1.720926639,1.794755278,0.879027061,1.409536014,1.53810716,2.511207397,0.98214967,2.655805339,1.465315322,2.083444724,1.222821294,1.573657549,1.542585,2.851923012,2.098703342,3.381061968,1.924076384,1.834447491,2.203619185,0.825118679,2.894972749,1.997292364,2.474344273,1.308572717,1.552740587,1.014498543,1.764549296,1.092078975,1.734079823,1.445432922,2.408034555,1.395849072,2.56698335,1.190380302,0.90934214,2.761814592,2.993165608,1.266037428,2.738424034,2.269576772,1.840693738,1.307755056,1.645437571,3.101903201,1.495398112,3.587000386,1.397028023,2.158861402,2.910176691,2.01062239,2.581841769,0.519900116,2.424780102,0.181630396,2.869826973,1.862202559,0.085205351,2.351779286,1.905498996,2.811945174,1.684933233,1.621037564,1.583676983,1.921888183,2.757961904,3.587681567,1.613196073,1.165469774,1.045094976,1.554756001,0.96526889,0.784514634,2.175278792
Pyroglutamic Acid ,0.899484331,0.687259841,0.84057505,0.946321412,0.865220024,0.893457206,1.028667645,1.177104959,1.1283243,1.010798472,1.167858577,1.110373645,,M3 P,P,1.279973193,1.088830984,3.036748733,2.750526119,1.509989207,2.718511539,1.272444669,1.785317164,4.031472306,2.007841428,3.379672025,2.624959757,1.566957565,2.095305616,3.186354156,2.484921176,3.608981847,2.195183964,0.923537144,2.866429245,1.916822631,3.920494284,1.561634815,1.010798472,2.350566196,0.809647599,3.640751867,2.296454037,3.007894992,2.773919957,1.770714117,2.424392373,2.86230897,0.588328231,0.64412279,0.980940021,2.529107432,3.66778738,2.830963499,1.003421727,3.946577324,1.895696172,1.00195666,3.30700944,1.757094414,2.621071021,2.845786857,1.937744271,3.34155333,0.756502974,2.585469895,1.193608635,4.297089639,2.839245236,2.020217664,1.435200482,1.656617644,2.615720261,1.893593065,3.108740392,3.93028924,0.932599739,0.2802966,3.136692561,1.124063554,-0.04974905,0.890499719,2.745082722,1.025942489,1.429973772,4.149811027,0.576852764,1.661722633,1.271172742,1.627793087,2.213160453,1.317674912,1.447167469,1.483303258,1.921618885,0.704318483,1.466811694,1.509837323,2.539878264,1.039425321,2.335546104,1.265781067,2.174567872,1.210983344,1.504930334,1.80036586,2.917808334,2.254410376,3.186993825,1.981352069,2.165463549,2.098472667,0.882394293,2.837032222,1.901220214,2.395014964,1.320150633,1.700407693,1.071774198,1.969794119,1.100253679,1.344521517,1.502708603,3.035045696,1.715105742,2.322772168,1.120541097,1.076688064,2.496761304,1.569393406,0.956937779,2.621896628,2.213325256,1.897969422,1.222133024,1.896420317,3.229611197,1.449770976,3.69616041,1.266680795,2.187499509,2.705688426,2.054826259,2.306513824,0.577175511,2.324553489,0.238904706,2.860194148,1.917123656,0.142478892,2.305880632,2.100797827,2.496503227,1.584516988,1.704729358,1.433859882,2.179420536,2.960558077,3.348279618,1.479553669,1.209657234,0.907497923,1.612031683,0.953265102,0.841790233,2.108482633
Pipecolate ,2.183081749,1.959414512,2.154158101,2.191702201,2.051492555,1.993628421,2.380283021,2.388579648,2.365273729,2.350566196,2.618369997,2.471770372,,F3 P,P,1.445196648,1.680378677,3.179912935,2.733128619,1.439038168,2.677616375,1.502302045,1.715436491,3.960543286,1.896935788,3.294203866,2.824317797,1.819575962,2.132138087,3.244374387,2.692366071,3.536515635,2.376815945,0.784460069,2.946994875,2.5499586,3.999275583,1.608746247,1.167858577,2.618369997,0.670570644,3.690022724,2.423685975,3.343173476,3.159622233,1.803777291,2.399483789,2.840160332,0.619812663,0.505046173,1.242041634,2.575781267,3.799112395,3.163293886,0.9530255,3.929565558,2.253487741,0.949345121,3.270904865,2.045915854,2.688128111,3.082135353,1.989636398,3.558042315,1.054002515,2.38789546,1.013871899,4.107694517,2.984958087,2.301777003,1.296123249,1.517540401,2.82945793,1.943552404,2.828652035,3.840784941,0.733278637,0.14122273,3.138117129,1.602266074,-0.188810851,0.751422673,2.658078446,0.886865348,1.385286217,4.001027912,0.437776377,1.522645389,1.310683275,1.488715844,2.133126947,1.586164588,1.564282493,1.825095698,1.859065562,0.795789319,1.327734459,1.678846404,2.546984778,0.900348174,2.70659521,1.494991851,2.272051885,1.365536489,1.730176417,1.790764652,2.913870098,2.110574421,3.332042304,1.842274821,1.939761824,2.279969745,0.743317254,2.861508779,2.08800158,2.548440433,1.567599043,1.446443967,0.932697037,1.909287672,0.782703247,1.532511768,1.363631366,2.536260842,1.447764059,2.478102647,1.366948681,1.134237784,2.968116046,2.879009985,1.086921922,2.972560131,2.296185987,1.758892174,1.487800219,1.7439078,2.994290367,1.568056446,3.671925843,1.427864341,2.072022112,3.171030272,2.057012421,2.563972213,0.438099123,2.407755532,0.099831545,2.869639978,1.791610505,0.003408017,2.301773086,1.968157278,2.793119822,1.644658104,1.567900173,1.751057887,1.946227042,2.776797274,3.710760536,1.64668437,1.266132455,1.317588548,1.472954441,1.036793238,0.702713238,2.106836011
Agmanite ,0.823262501,0.98508086,0.888074999,0.872804895,0.980883524,0.923616743,0.65141629,0.741922999,0.752372013,0.809647599,0.670570644,0.687431841,,F2 P,P,1.461520029,1.274605477,3.188976237,2.834591685,1.20829606,2.683268851,1.348651233,1.815164017,3.969845964,1.937662019,3.213970547,2.830426183,1.73223041,2.0791765,3.073195063,2.408549817,3.652635295,2.04824026,0.801321285,2.72735042,2.360392635,4.057438427,1.584269076,1.110373645,2.471770372,0.687431841,3.739087415,2.439130704,3.077343536,2.770712947,1.779738917,2.368980305,2.915444922,0.574642072,0.521907316,1.370795997,2.741219077,3.795228195,2.959166612,1.033433617,3.98706342,2.042237229,1.074471518,3.342984783,1.998511865,2.831847896,2.935264374,2.009569595,3.419285355,1.205121019,2.211303031,0.945845277,4.129836095,2.981591221,2.147724321,1.31298449,1.534401643,2.761119261,1.900240693,2.762885097,3.878737941,0.614995503,0.158083439,3.170817263,1.494723703,-0.171952048,0.768283884,2.769405388,0.903726574,1.265223211,4.024787406,0.454637484,1.539506631,1.299686257,1.505577086,1.999206453,1.585746348,1.648723,1.633357576,1.477955718,0.718219877,1.3445957,1.61267748,2.540743757,0.917209401,2.57582418,1.368233444,2.077684923,1.480170946,1.609624983,1.749155977,2.881926536,2.138540867,3.352242025,1.859136064,1.906581358,2.295995133,0.760178464,2.967274478,2.051362536,2.52592577,1.240412188,1.616660002,0.949558266,2.458289369,0.879456939,1.623960346,1.380492607,2.36530781,1.65134307,2.498506586,1.321742177,0.816979139,2.847704626,2.816767597,1.314860153,3.019360191,2.493441395,1.775753417,1.573280082,1.802450433,3.021294614,1.594807775,3.346148867,1.492316736,2.073067014,3.178883024,1.785279278,2.565977408,0.45496023,2.477458927,0.116692143,3.013289138,1.798558032,0.020268254,2.33565956,1.898268928,2.908266332,1.782715536,1.637854679,1.744100814,1.949556429,3.019493463,3.71377826,1.725281395,1.279399076,1.210366422,1.489815683,1.041098513,0.719574441,2.162096499
Creatine ,3.560980624,3.37620635,3.531250345,3.615773872,3.446539451,3.489979742,3.68696435,3.692136266,3.738516302,3.640751867,3.690022724,3.739087415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydroxyproline/Aminolevulinate ,2.280514737,2.105074311,2.286774585,2.310090366,2.181154479,2.311758149,2.358997254,2.440106999,2.479020652,2.296454037,2.423685975,2.439130704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leucine ,2.84973366,2.647287924,2.985677551,2.90175637,2.745675328,2.780350452,3.103430501,3.129536742,3.12124667,3.007894992,3.343173476,3.077343536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iso-Leucine ,2.522782093,2.308586012,2.772605175,2.594180227,2.481324858,2.55558177,2.898136418,2.904787187,2.864703378,2.773919957,3.159622233,2.770712947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ornithine ,1.811804316,1.920884547,1.722525057,1.746000345,1.545787804,1.466703751,1.489116599,1.697102793,1.76961077,1.770714117,1.803777291,1.779738917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asparagine ,2.188839785,1.955097469,2.298010845,2.153600864,2.231426531,2.269979871,2.588544607,2.476755489,2.326746595,2.424392373,2.399483789,2.368980305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspartic Acid ,3.287026036,2.82337432,2.952696413,3.401398084,2.889180544,3.275756545,3.102755738,2.958712664,3.203842582,2.86230897,2.840160332,2.915444922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homocysteine ,1.087319207,0.558351686,0.693457083,1.07824843,0.482509556,0.959778307,0.773748038,0.682919797,0.973100886,0.588328231,0.619812663,0.574642072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyramine ,0.657737669,0.819555842,0.722550076,0.707279992,0.81535851,0.758091781,0.485891884,0.576398328,0.586847318,0.64412279,0.505046173,0.521907316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spermidine ,1.058704008,1.139165445,1.136923197,0.961363077,1.026089172,1.050067001,1.239050711,0.953895147,0.891169187,0.980940021,1.242041634,1.370795997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetylcholine ,2.507299713,2.391345822,2.429186996,2.543190618,2.371962399,2.514612247,2.561984981,2.612236497,2.77744894,2.529107432,2.575781267,2.741219077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glutamine ,3.527315316,3.322075393,3.58043991,3.595464169,3.483191108,3.576110821,3.706380276,3.796068164,3.748127618,3.66778738,3.799112395,3.795228195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lysine ,2.66091358,2.504643687,2.611104337,2.637153364,2.500954001,2.47850016,2.896852308,2.835439633,2.873039425,2.830963499,3.163293886,2.959166612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deoxycarnitine ,0.146705017,0.308519878,0.211515798,1.026974891,0.304322604,0.946022587,0.867019767,0.951109126,1.123243645,1.003421727,0.9530255,1.033433617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glutamic acid ,3.833161178,3.633296955,3.815159908,3.851975506,3.766107958,3.81037319,3.997417631,3.924506721,3.966738604,3.946577324,3.929565558,3.98706342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Methionine ,1.833145307,1.71566398,1.918496595,1.897817009,1.778738682,1.760306934,1.952989112,2.024650452,2.092117208,1.895696172,2.253487741,2.042237229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cystamine ,1.18017625,1.191008285,1.214214955,1.053191959,1.003752095,1.272077327,1.075237265,0.996581346,0.928321845,1.00195666,0.949345121,1.074471518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Histidine ,3.14624012,3.098203595,3.192611634,3.159041517,3.126446195,3.210884972,3.303973353,3.31046077,3.239247175,3.30700944,3.270904865,3.342984783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tryptamine ,1.745034757,1.480240799,1.700240094,1.67471481,1.311087814,1.438201019,1.891876739,1.753835035,1.814603476,1.757094414,2.045915854,1.998511865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carnitine ,2.612364418,2.524261781,2.52939941,2.572597414,2.430154951,2.534861073,2.653528113,2.587018631,2.722427512,2.621071021,2.688128111,2.831847896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenylalanine ,2.746398455,2.732422004,2.986894068,2.887248683,2.8680543,2.851131022,2.910437929,2.947184992,2.882904701,2.845786857,3.082135353,2.935264374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3-Methylhistidine ,1.719119452,1.512918598,1.74930834,1.900723773,1.6165323,1.768489945,1.968246129,1.898400177,2.130243608,1.937744271,1.989636398,2.009569595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arginine ,3.085537283,2.764395789,3.135075324,2.97254597,2.807670353,2.887843748,3.453297973,3.35702884,3.364578403,3.34155333,3.558042315,3.419285355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cysteinyl-Glycine ,0.643506195,0.488717923,0.326475254,0.692610446,0.539840744,0.593439116,0.852375179,0.784995547,1.012404162,0.756502974,1.054002515,1.205121019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrosine ,2.32103081,2.039110995,2.354874285,2.155676327,2.423576903,2.572773566,2.697823963,2.671997646,2.285448721,2.585469895,2.38789546,2.211303031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sorbitol ,1.019603215,1.173883159,1.0961022,1.005853962,1.201080744,1.240925728,1.2427593,1.22111679,0.900204415,1.193608635,1.013871899,0.945845277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213C-Tyrosine ,4.295263049,4.49912287,4.365370787,4.332761083,4.471762463,4.400831522,4.103752985,4.222824434,4.210989478,4.297089639,4.107694517,4.129836095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetylcarnitine ,2.976539585,2.910952563,2.925356117,3.028064426,2.769806319,2.80258019,2.893918228,2.93952232,3.082138764,2.839245236,2.984958087,2.981591221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tryptophan ,2.012091207,1.796367106,2.076088391,2.06961251,1.894556907,1.93344903,2.126628961,2.037042164,2.175539329,2.020217664,2.301777003,2.147724321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Kynurenine ,1.448815403,1.610633915,1.513627977,1.498357857,1.606436577,1.549169753,1.27696884,1.367475769,1.377924803,1.435200482,1.296123249,1.31298449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cystine ,1.670232566,1.832051084,1.735045142,1.719775022,1.827853745,1.77058692,1.49838599,1.588892927,1.599341961,1.656617644,1.517540401,1.534401643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cytidine ,2.873850291,2.500100029,2.738771551,2.871323534,2.795530389,2.767167127,2.943916082,2.885293347,2.809855282,2.615720261,2.82945793,2.761119261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uridine ,2.063210744,1.66356709,1.936386908,2.048017555,1.959787678,1.975148398,2.16079789,2.031118337,1.974727934,1.893593065,1.943552404,1.900240693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenosine ,2.83099658,3.137499469,3.099948164,2.723378526,2.769304236,2.677007834,3.373464632,2.720837727,2.880913892,3.108740392,2.828652035,2.762885097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inosine ,3.790736705,3.430080856,3.633152942,3.677953667,3.566900157,3.604518892,3.924870732,4.002878222,3.870943677,3.93028924,3.840784941,3.878737941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Methyladenosine ,0.795253116,0.920704567,0.659002983,0.752403559,0.798584708,0.615730086,0.76666773,0.821937105,0.649018783,0.932599739,0.733278637,0.614995503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
